"","Year","DonorCode","DonorName","AgencyCode","AgencyName","CrsID","ProjectNumber","InitialReport","RecipientCode","RecipientName","RegionCode","RegionName","IncomegroupCode","IncomegroupName","FlowCode","FlowName","Bi_Multi","Category","Finance_t","Aid_t","USD_Commitment","USD_Disbursement","USD_Received","USD_Commitment_Defl","USD_Disbursement_Defl","USD_Received_Defl","USD_Adjustment","USD_Adjustment_Defl","USD_AmountUntied","USD_AmountPartialTied","USD_AmountTied","USD_AmountUntied_Defl","USD_AmountPartialTied_Defl","USD_Amounttied_Defl","USD_IRTC","USD_Expert_Commitment","USD_Expert_Extended","USD_Export_Credit","CurrencyCode","Commitment_National","Disbursement_National","GrantEquiv","USD_GrantEquiv","ShortDescription","ProjectTitle","PurposeCode","PurposeName","SectorCode","SectorName","ChannelCode","ChannelName","ChannelReportedName","ParentChannelCode","Geography","ExpectedStartDate","CompletionDate","LongDescription","SDGfocus","Gender","Environment","PDGG","Trade","RMNCH","DRR","Nutrition","Disability","FTC","PBA","InvestmentProject","AssocFinance","Biodiversity","ClimateMitigation","ClimateAdaptation","Desertification","CommitmentDate","TypeRepayment","NumberRepayment","Interest1","Interest2","Repaydate1","Repaydate2","USD_Interest","USD_Outstanding","USD_Arrears_Principal","USD_Arrears_Interest","BudgetIdent","CapitalExpend","PSIflag","PSIAddType","PSIAddAssess","PSIAddDevObj","ID"
"585993",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017012112","17_I_322_THA_G_Polic",1,764,"Thailand",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",20.1781,0,0,20.8194,0,0,0,0,16.7075,0,3.47063,17.2385,0,3.58094,0,0,0,0,302,20.1781,0,0,0,"THAI-GERMAN CLIMATE CHANGE POLICY PROGRAMME","Thai-German Climate Change Policy Programme",23110,"Energy policy and administrative management",231,"Energy",11003,"Public corporations","GIZ",11000,"","1/1/2018","12/31/2021","In its NDC, Thailand is committed to ambitious mitigation targets and defines priority areas for adaptation to climate change. For a successful NDC implementation it is necessary to improve individual and institutional capacities as well as cooperation between ministries and authorities. The climate programme starts there and supports Thailand with a cross-sectoral approach, including the operationalization of the NDC and anchoring in 5 sectoral plans, the implementation of the NDCs at the sub-national level, the establishment of a MRV system, the mobilization of funds for NDC implementation and the extension of international cooperation. As a key project with interface function of IKI, the programme ensures the cooperation between the IKI projects. By promoting NDC implementation, the programme supports the decarbonisation of the Thai economy in the long term and strengthens the adaptability of Thailand to the effects of climate change.","",0,2,1,0,0,0,0,0,1,0,0,0,2,2,0,0,"12/14/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",572
"587018",2017,5,"Germany",5,"Federal Ministry of Finance","2017011489","",8,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.0569265,0.0569265,0,0.0587357,0.0587357,0,0,0,0.0569265,0,0,0.0587357,0,0,0,0,0,0,302,0.0569265,0.0569265,0.0569265,0.0569265,"PILOT PROJECT TO IMPLEMENT AN ENERGY MANAGEMENT IN SELECTED PROPERTIES MEXICO CITY","pilot project to implement an energy management in selected properties Mexico city",23183,"Energy conservation and demand-side efficiency",231,"Energy",11000,"Donor Government","Donor Government",11000,"","7/1/2017","12/31/2017","This is a follow up poject to the previous project 'Strengthening and institutional anchorage of the municipal energy management in Mexico town'. Because of the implemenation the new project open up the opportunity to save energy already.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,"6/29/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",573
"587219",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017011914","12_I+020_CHN_G_Deuts",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.465267,0,0,0.480054,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.465267,0.465267,0.465267,"SINO-GERMAN ENVIRONMENTAL PARTNERSHIP","Sino-German environmental partnership",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",11003,"Public corporations","GIZ",11000,"","1/1/2013","9/30/2017","Recent rapid economic growth in China poses large challenges especially to the protection of environment and resources and sustainable development. Despite numerous efforts and progresses in the conception and implementation of modern environmental legislation there is still a major need for action. For this purpose, the project functionally and technically supported the strategic Sino-German environmental dialogue, advised the Chinese Ministry for the Environment and the international environmental advisory committee in matters of environmental policy and sustainable economic development. Furthermore, it established a platform for the exchange of environment and resource efficiency technologies and offered training activities to senior staff in environmental administration offices at the central and provincial level.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/17/2012",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",574
"587222",2017,5,"Germany",5,"Federal Ministry of Finance","2017011484","2015.9067.8",8,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.169177,0.169177,0,0.174554,0.174554,0,0,0,0,0,0.169177,0,0,0.174554,0,0,0,0,302,0.169177,0.169177,0.169177,0.169177,"GERMAN ENERGIEWENDE EXPERTISE FOR CHINA, SUPPORT FOR SINO-GERMAN COOPERATION IN THE FIELD OF ENERGY IN THE CONTEXT OF THE G20","German Energiewende expertise for China, Support for Sino-German cooperation in the field of energy in the context of the G20",23110,"Energy policy and administrative management",231,"Energy",11003,"Public corporations","GIZ",11000,"","1/1/2016","10/31/2017","China takes on the G20 the chair of the presidency in December 2015 from Turkey. The takeover the chair of the presidency in the following year 2017 is intended for Germany. Germany – represented by the German Federal Ministry for Economic Affairs and Energy (BMWi) -  will already during the Chinese G20-presidency take on the co-chair of the Energy Sustainability Working Group (ESWG). The support of the Sino-German cooperation in the field of energy in the context of the G20 contributes to a deepened collaboration between BMWi and National Energy Administration (NEA) over the time frame of the consecutive G20-chairmanship in the years 2016/2017. Additionally, the prerequisites for a continuous and goal-oriented work of identified key topics in the context of G20 through BMWi and NEA are improved.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,"1/1/2017",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",575
"587468",2017,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2017000628","201120914",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,1.47447,0,0,1.52134,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.47447,1.47447,1.47447,"SUSTAINABLE ENERGY PROGRAM","Sustainable Energy Program",23110,"Energy policy and administrative management",231,"Energy",11003,"Public corporations","GIZ",11000,"","10/8/2012","12/31/2018","The conditions for an increase in energy efficiency ( EE ) and the increased use of renewable energy ( RE ) are improved.","",1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"10/8/2012",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",576
"587729",2017,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2017001271","201521111",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.730592,0,0,0.753813,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.730592,0.730592,0.730592,"ELECTRIFICATION THROUGH RENEWABLE ENERGIES - ELREN","Electrification through Renewable Energies - ELREN",23110,"Energy policy and administrative management",231,"Energy",11003,"Public corporations","GIZ",11000,"","12/2/2016","6/30/2019","The Know-how for applying renewable energies for off-grid-electrification is institutionalised","",1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/2/2016",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",577
"587970",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2009123721a","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,1.52407,0,0,1.57251,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","5/8/2013","5/6/2021","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"6/30/2009",1,2,"2450",0,"12/30/2012","6/30/2029",0.455643,17.4546,0,0,23110,0,0,0,"0","0",578
"588183",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2017133548","201567981",1,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",225.454,0,0,232.619,0,0,0,0,225.454,0,0,232.619,0,0,0,0,0,0,302,225.454,0,0,0,"ENERGY EFFICIENCY IN ENERGY-INTENSIVE SECTORS (EESL II)","Energy efficiency in energy-intensive sectors (EESL II)",23183,"Energy conservation and demand-side efficiency",231,"Energy",12001,"Central Government","Central Government",12000,"","3/10/2017","3/8/2025","Energy efficiency in energy-intensive sectors (EESL II)","",0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"3/10/2017",1,2,"1150",0,"12/15/2019","12/15/2028",0,0,0,0,23183,0,0,0,"0","0",579
"588398",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2010123721c","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,1.33226,1.1656,0,1.3746,1.20264,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.33226,0.556778,0.556778,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","5/8/2013","5/6/2021","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"9/21/2010",1,2,"1890",0,"12/30/2016","12/30/2030",0.224445,11.5776,0,0,23110,0,0,0,"0","0",580
"588978",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017011869","08_I_008_IN_A_Energi",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.00225375,0,0,0.00232538,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.00225375,0.00225375,0.00225375,"EXTENDING THE CATERING ENERGY CAMPAIGN TO NEWLY INDUSTRIALISING AND DEVELOPING COUNTRIES","Extending the Catering Energy Campaign to Newly Industrialising and Developing Countries",23110,"Energy policy and administrative management",231,"Energy",61009,"Other non-financial corporations","Other non-bank entity in provider country",61000,"","10/1/2008","12/31/2009","The project drew up up a strategy for implementing an energy campaign in India and raised awareness of the topic among relevant actors in the hotel and catering industry. Exploratory talks were held to identify potential partners, determine their willingness to collaborate and assess their possible roles in the campaign. The project partners were also reviewing energy consumption and energy sources within the industry and recorded information on previous energy saving and energy efficiency measures. The results of these analyses were used to establish a strategy for the campaign.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"11/7/2008",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",581
"588981",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017011882","11_I+002_CHN_G_ETS-C",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.820387,0,0,0.846461,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.820387,0.820387,0.820387,"CAPACITY BUILDING TO SUPPORT THE ESTABLISHMENT OF A NATIONAL EMISSION TRADING SCHEME (ETS) IN CHINA","Capacity Building to support the establishment of a National Emission Trading Scheme (ETS) in China",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",11003,"Public corporations","GIZ",11000,"","7/1/2012","11/30/2016","The project promotes the reduction of greenhouse gas emissions and fosters the development of a low-carbon economy in China by introducing a national 'cap and trade' emissions trading system (ETS).","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/4/2011",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",582
"588997",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017011997","15_I_234_CHN_G_ Low",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.954909,0,0,0.985258,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.954909,0.954909,0.954909,"CLIMATE PROTECTION THROUGH LOW CARBON PROJECTS IN THE CITY NETWORK OF THE PROVINCE JIANGSU","Climate protection through low carbon projects in the city network of the province Jiangsu",23183,"Energy conservation and demand-side efficiency",231,"Energy",11003,"Public corporations","GIZ",11000,"","2/1/2015","9/30/2018","The project supports the Jiangsu Development and Reform Commission in drafting holistic energy strategies adapted to the requirements of cities and industry sectors. It focuses on providing advice on integrated, innovative energy systems, especially in terms of energy streams and materials flows, increased energy efficiency and renewable energies. The project enables German expertise to be shared and promotes skills development for energy management teams. The introduction of innovative energy systems in Jiangsu contributes to China's climate change and urbanization objectives.","",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"6/3/2015",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",583
"588999",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017012008","15_I_253_IDN_A_Optim",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.576454,0,0,0.594775,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.576454,0.576454,0.576454,"REDUCING EMISSIONS THROUGH INTEGRATION AND OPTIMIZATION OF PUBLIC TRANSPORT IN JAKARTA","Reducing Emissions through Integration and Optimization of Public Transport in Jakarta",21010,"Transport policy and administrative management",210,"Transport and Storage",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","9/1/2015","8/31/2019","TransJakarta, the first and longest Bus rapid transit (BRT) system in Asia. The Institute for Transportation and Development Policy (ITDP) has been asked to help physically integrate it with the new Metro, optimize its services, improve NMT access, and help the city reform new zoning and parking regulations in the city. A goal is to upgrade TransJakarta to Gold Standard BRT and change zoning and parking regulations to be consistent with Gold Standard transit oriented development.ITDP has also been asked by the Mayor of Medan to develop a conceptual plan for the first full BRT outside Jakarta.","",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"8/28/2015",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"0","0",584
"589010",2017,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2017012088","17_I_238_MEX_G_städt",1,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",5.07271,0.20597,0,5.23393,0.212516,0,0,0,4.2002,0,0.872506,4.3337,0,0.900236,0,0,0,0,302,5.07271,0.20597,0.20597,0.20597,"CLIMATE PROTECTION IN THE MEXICAN URBAN POLICY (CICLIM)","Climate protection in the Mexican urban policy (CiClim)",43030,"Urban development and management",430,"Other MultiSector",11003,"Public corporations","GIZ",11000,"","8/1/2017","1/31/2021","Mexico is faced with rapid urbanization processes and urban sprawl, which is associated with rising greenhouse gas emissions, as well as interventions in ecosystems and confronts the urban policy of the country with major challenges. A climate-friendly urban development policy is necessary to bring about emission reductions, to obtain ecosystem services and to reduce environmental pollution. Against this background, the project provides advice across sectors to relevant actors at national, state and municipal governments in the areas of - (a) climate specific urban planning (b) conservation of ecosystem services in urban and peri-urban spaces and (c) sustainable urban mobility. In pilot cities climate-friendly concepts and instructions are tested for their practicality. The results of the practice and the exchange of experiences with other countries serve the up-scaling effects.","",0,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,"6/28/2017",0,0,"",0,"","",0,0,0,0,43030,0,0,0,"0","0",585
"589069",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2009123721b","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0.529816,0,0,0.546655,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","5/8/2013","5/6/2021","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/15/2009",1,2,"2230",0,"6/30/2013","12/30/2029",0.150891,6.36904,0,0,23110,0,0,0,"0","0",586
"589073",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2010123844","200865485",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,7.83175,0,0,8.08066,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"ENERGY EFFICIENCY PROGRAM MEXICO","Energy efficiency program Mexico",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","6/21/2011","6/19/2019","Programa de Eficiencia Energética","",0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/7/2010",1,2,"2240",0,"12/30/2015","6/30/2022",0.897203,35.2445,0,0,23110,0,0,0,"0","0",587
"589091",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2013127583","201166164",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"RENEWABLE ENERGY, ENERGY EFFICIENCY AND ENVIRONMENTAL PROTECTION","Renewable Energy, Energy Efficiency and Environmental Protection",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","12/3/2013","12/1/2021","The Ecocasa project aims at supporting the Mexican Government in the reduction of CO2 emissions in the housing construction sector for low and medium income groups.","",0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"7/24/2013",1,2,"1950",0,"12/30/2018","6/30/2023",1.75164,89.8275,0,0,23110,0,0,0,"0","0",588
"589097",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2014126217a","201066265",3,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"ENERGY EFFICIENCY IN PUBLIC BUILDINGS AND INFRASTRUCTURE (PHASE II)","Energy efficiency in public buildings and infrastructure (Phase II)",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","4/5/2016","4/3/2024","The aim of the project is a more efficient use of energy in sub-sectors with high energy requirements and a concomitant reduction in greenhouse gas emissions.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"3/31/2014",1,2,"1960",0,"6/29/2018","6/30/2020",0.28643,14.6545,0,0,23110,0,0,0,"0","0",589
"589098",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2014126217c","201066265",3,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,6.06035,0,0,6.25296,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,6.06035,2.23499,2.23499,"ENERGY EFFICIENCY IN PUBLIC BUILDINGS AND INFRASTRUCTURE (PHASE II)","Energy efficiency in public buildings and infrastructure (Phase II)",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","4/5/2016","4/3/2024","The aim of the project is a more efficient use of energy in sub-sectors with high energy requirements and a concomitant reduction in greenhouse gas emissions.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"3/31/2014",1,2,"1960",0,"6/30/2023","6/30/2026",0.289147,15.0974,0,0,23110,0,0,0,"0","0",590
"589108",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2015133377","201266758",3,431,"Brazil",10006,"South America",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUSTAINABLE URBAN DEVELOPMENT / URBAN MOBILITY - FINANCING CLIMATE FRIEN","Sustainable urban development / urban mobility - financing climate frien",21010,"Transport policy and administrative management",210,"Transport and Storage",12001,"Central Government","Central Government",12000,"","12/29/2015","12/27/2023","Sustainable urban development / urban mobility - financing climate friendly urban mobility investments with BNDES","",0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"8/17/2015",1,2,"2840",0,"12/28/2018","12/28/2030",8.48382,298.726,0,0,21010,0,0,0,"0","0",591
"590339",2017,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2017001967","201233618",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",7,10,110,"B01",0,0.0342187,0,0,0.0353062,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.0342187,0.0342187,0.0342187,"ACCESS TO ENERGY FOR INFORMAL SECTOR WOMEN, MANAGEMENT AND EFFICIENCY FOR CLIMATE CHANGE","Access to Energy for Informal Sector Women, Management and Efficiency for Climate Change",41081,"Environmental education/training",410,"Gen. Environment Protection",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","10/1/2012","12/31/2017","Access to Energy for Informal Sector Women, Management and Efficiency for Climate Change","",2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,"10/25/2012",0,0,"",0,"","",0,0,0,0,41081,0,0,0,"0","0",592
"590437",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2013124042","201066471",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0.504673,0,0,0.520712,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.504673,0.166711,0.166711,"EMISSION REDUCTION IN CITIES - SOLID WASTE MANAGEMENT","Emission Reduction in Cities - Solid Waste Management",43030,"Urban development and management",430,"Other MultiSector",12001,"Central Government","Central Government",12000,"","9/15/2015","9/13/2023","Financing of goods and services for a climate- and environment-friendly solid waste disposal in Indonesian cities and regencies as well as consulting services.","",0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,"5/2/2013",1,2,"2300",0,"12/30/2018","6/30/2028",0.0647622,3.31166,0,0,43030,0,0,0,"0","0",593
"590457",2017,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2015130416","201366863",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,12.8009,0,0,13.2077,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,12.8009,3.09284,3.09284,"PROGRAM TO PROMOTE ENERGY EFFICIENCY IN THE SME SECTOR","Program to promote energy efficiency in the SME sector",23183,"Energy conservation and demand-side efficiency",231,"Energy",12001,"Central Government","Central Government",12000,"","3/2/2016","2/29/2024","Contribution to the efforts of the Mexican government for the reduction of CO2 emissions in micro, small and medium-sized enterprises (SMEs)","",0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/2/2015",1,2,"1880",0,"12/30/2020","12/30/2025",0.511711,37.6372,0,0,23183,0,0,0,"0","0",594
"590498",2017,5,"Germany",5,"Federal Ministry of Finance","2017011480","",8,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.179558,0.179558,0,0.185265,0.185265,0,0,0,0,0,0.179558,0,0,0.185265,0,0,0,0,302,0.179558,0.179558,0.179558,0.179558,"ENERGY EFFICIENCY OF PRODUCTION PROCESS AND EQUIPMENT /ENERGY AUDITS","Energy efficiency of production process and equipment /energy audits",23183,"Energy conservation and demand-side efficiency",231,"Energy",11000,"Donor Government","Donor Government",11000,"","10/13/2017","12/31/2018","The main and economic energy saving- and environmental relief potentials in the Chinese industry are expected to open up on the basis of the joint implementation of energy diagnoses in Chinese industrial companies and energy efficiency actions with very efficient cross-sectional technology. The employees of the involved companies and other Chinese institutions will get advice and training. The framework conditions for energy efficient products and services will be improved.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,"10/16/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",595
"590524",2017,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2014127150","201070366",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.485538,0,0,0.50097,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.485538,0.485538,0.485538,"ENERGY EFFICIENCY IN PUBLIC BUILDINGS AND INFRASTRUCTURE","Energy efficiency in public buildings and infrastructure",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","1/7/2015","1/6/2018","Financing of expert services and costs for related goods and services for the Recipient","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"3/31/2014",0,0,"0",0,"","",0,0,0,0,23110,0,0,0,"0","0",596
"590694",2017,5,"Germany",68,"Federal Ministry of Education and Research","2017012807","01DQ17015",1,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D02",0.168989,0.00394543,0,0.17436,0.00407083,0,0,0,0,0,0.168989,0,0,0.17436,0,0,0,0,302,0.168989,0.00394543,0.00394543,0.00394543,"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)","Scientific cooperation with other countries (not included in other areas)",23182,"Energy research",231,"Energy",51000,"University, college or other teaching institution, research institute or think-tank","Higher education institution",51000,"","5/1/2017","4/30/2020","Depolymerization of Lignin and Bioconversion of Lignin-derived monomers to biofuels - Research on bioeconomy / resource conservation","",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"4/20/2017",0,0,"",0,"","",0,0,0,0,23182,0,0,0,"0","0",597
"591087",2017,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010124672","200866822",3,431,"Brazil",10006,"South America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.474133,0,0,0.489202,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.474133,0.474133,0.474133,"FOREST PROTECTION IN THE STATE OF AMAZONAS","Forest protection in the state of Amazonas",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12001,"Central Government","Central Government",12000,"","12/10/2012","12/10/2015","Forest protection in the state of Amazonas","",1,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,"11/23/2010",0,0,"0",0,"","",0,0,0,0,41010,0,0,0,"0","0",598
"592617",2017,302,"United States",12,"Trade and Development Agency","2017009679","70_9353",3,755,"Philippines",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.129,0,0,0.134455,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.129,0.129,0.129,"FEASIBILITY STUDY - AP SMART GRID IMPLEMENTATION ROADMAP AND PILOT PROJECT FEASIBILITY STUDY, THROUGH ESTA INTERNATIONAL, LLC","Feasibility Study - Ap Smart Grid Implementation Roadmap And Pilot Project Feasibility Study, through ESTA International, LLC",23183,"Energy conservation and demand-side efficiency",231,"Energy",61000,"Private sector in provider country","ESTA International, LLC",61000,"","9/16/2014","9/16/2019","This feasibility study is helping Aboitiz Power Corporation (AP) develop the necessary implementation plans for a power distribution modernization pilot project to address smart grid solutions for its distribution network reinforcement and reliability, as well as plans to improve customer services. If implemented, the pilot would install 40,000 smart meters in the Metro Cebu area of the AP-owned distribution utility franchise, Visayan Electric Company (VECO).","",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1/1/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",599
