"","Recipient","DonorName","flow_type","year","Value"
"6457","China","UK","Disbursements",2016,0.57334
"6461","China","UK","Disbursements",2016,0.105193
"6462","China","UK","Disbursements",2016,0.01676
"6463","China","UK","Disbursements",2016,0.143123
"6465","China","UK","Disbursements",2016,0.185287
"6466","China","UK","Disbursements",2016,2.633205
"6467","China","UK","Disbursements",2016,0.140649
"6468","China","UK","Disbursements",2016,0.426107
"6469","India","UK","Disbursements",2016,0.119056
"6471","India","UK","Disbursements",2016,0.751599
"6472","India","UK","Disbursements",2016,0.065978
"6473","India","UK","Disbursements",2016,0.395255
"6477","India","UK","Disbursements",2016,0.009333
"6480","India","UK","Disbursements",2016,1.316442
"6482","India","UK","Disbursements",2016,10.091771
"6483","Indonesia","UK","Disbursements",2016,0.082873
"6485","Indonesia","UK","Disbursements",2016,0.390904
"6491","Indonesia","UK","Disbursements",2016,0.042942
"6494","Indonesia","UK","Disbursements",2016,9.096038
"6497","Mexico","UK","Disbursements",2016,0.073518
"6499","Mexico","UK","Disbursements",2016,1.438905
"6503","Mexico","UK","Disbursements",2016,0.483558
"6505","Mexico","UK","Disbursements",2016,0.082774
"6507","Mexico","UK","Disbursements",2016,0.046136
"6508","Mexico","UK","Disbursements",2016,0.272711
"6510","Mexico","UK","Disbursements",2016,0.950489
"6522","Pakistan","UK","Disbursements",2016,11.843166
"6526","Philippines","UK","Disbursements",2016,0.013741
"6534","Philippines","UK","Disbursements",2016,0.033695
"6536","Philippines","UK","Disbursements",2016,1.923074
"6539","South Africa","UK","Disbursements",2016,0.103613
"6541","South Africa","UK","Disbursements",2016,0.736226
"6550","South Africa","UK","Disbursements",2016,0.097711
"6552","South Africa","UK","Disbursements",2016,0.727965
"6556","Thailand","UK","Disbursements",2016,0.010901
"6563","Thailand","UK","Disbursements",2016,0.019567
"6564","Thailand","UK","Disbursements",2016,0.037258
"6569","Vietnam","UK","Disbursements",2016,0.216718
"6578","Vietnam","UK","Disbursements",2016,0.219469
"6579","Vietnam","UK","Disbursements",2016,0.062649
"6581","Brazil","USA","Disbursements",2016,0.120491
"6582","Brazil","USA","Disbursements",2016,0.939015
"6583","Brazil","USA","Disbursements",2016,0.187573
"6584","Brazil","USA","Disbursements",2016,0.5
"6592","Brazil","USA","Disbursements",2016,0.150344
"6593","Brazil","USA","Disbursements",2016,0.09056
"6595","China","USA","Disbursements",2016,0.524605
"6596","China","USA","Disbursements",2016,1.663215
"6597","China","USA","Disbursements",2016,0.394766
"6599","China","USA","Disbursements",2016,0.149292
"6600","China","USA","Disbursements",2016,0.240463
"6606","China","USA","Disbursements",2016,0.544598
"6609","India","USA","Disbursements",2016,0.444488
"6610","India","USA","Disbursements",2016,0.610913
"6611","India","USA","Disbursements",2016,2.136512
"6620","India","USA","Disbursements",2016,0.023725
"6622","India","USA","Disbursements",2016,0.573749
"6623","Indonesia","USA","Disbursements",2016,0.4089
"6625","Indonesia","USA","Disbursements",2016,0.331133
"6626","Indonesia","USA","Disbursements",2016,0.02
"6634","Indonesia","USA","Disbursements",2016,0.164323
"6648","Mexico","USA","Disbursements",2016,1.169259
"6649","Mexico","USA","Disbursements",2016,0.02905
"6651","Pakistan","USA","Disbursements",2016,75.341952
"6653","Pakistan","USA","Disbursements",2016,34.145748
"6665","Philippines","USA","Disbursements",2016,5.4247
"6666","Philippines","USA","Disbursements",2016,0.425
"6667","Philippines","USA","Disbursements",2016,0.231871
"6676","Philippines","USA","Disbursements",2016,1.127043
"6680","South Africa","USA","Disbursements",2016,0.306117
"6682","South Africa","USA","Disbursements",2016,1.3
"6704","Thailand","USA","Disbursements",2016,0.05
"6708","Vietnam","USA","Disbursements",2016,0.788799
"6709","Vietnam","USA","Disbursements",2016,0.12557
"6710","Vietnam","USA","Disbursements",2016,0.136
"6752","India","Australia","Commitments",2017,0.098038
"6757","India","Australia","Commitments",2017,1.877539
"6763","Indonesia","Australia","Commitments",2017,2.932895
"6765","Indonesia","Australia","Commitments",2017,2.020451
"6772","Indonesia","Australia","Commitments",2017,0.203847
"6774","Indonesia","Australia","Commitments",2017,4.713005
"6775","Indonesia","Australia","Commitments",2017,0.042681
"6776","Indonesia","Australia","Commitments",2017,1.788214
"6793","Pakistan","Australia","Commitments",2017,0.777219
"6805","Philippines","Australia","Commitments",2017,1.03962
"6817","Philippines","Australia","Commitments",2017,0.009278
"6828","South Africa","Australia","Commitments",2017,0.000866
"6831","South Africa","Australia","Commitments",2017,0.016103
"6844","Thailand","Australia","Commitments",2017,0.02179
"6847","Vietnam","Australia","Commitments",2017,0.564299
"6858","Vietnam","Australia","Commitments",2017,0.06873
"6872","Brazil","Canada","Commitments",2017,0.072421
"6886","China","Canada","Commitments",2017,1.234481
"6900","India","Canada","Commitments",2017,0.771743
"6901","India","Canada","Commitments",2017,0.16815
"6903","Indonesia","Canada","Commitments",2017,0.015407
"6905","Indonesia","Canada","Commitments",2017,0.007704
"6915","Indonesia","Canada","Commitments",2017,0
"6928","Mexico","Canada","Commitments",2017,0.53925
"6956","Philippines","Canada","Commitments",2017,0.863647
"6970","South Africa","Canada","Commitments",2017,0.264772
"6985","Thailand","Canada","Commitments",2017,0.010142
"6998","Vietnam","Canada","Commitments",2017,0.011515
"7054","Indonesia","Denmark","Commitments",2017,2.393287
"7102","South Africa","Denmark","Commitments",2017,0.011361
"7146","Brazil","France","Commitments",2017,0.096945
"7152","Brazil","France","Commitments",2017,0.002255
"7153","Brazil","France","Commitments",2017,0.067636
"7154","Brazil","France","Commitments",2017,0.46218
"7168","China","France","Commitments",2017,0.050112
"7169","India","France","Commitments",2017,0.006764
"7171","India","France","Commitments",2017,0.958178
"7181","India","France","Commitments",2017,0.002255
"7182","India","France","Commitments",2017,0.0248
"7183","Indonesia","France","Commitments",2017,84.545147
"7185","Indonesia","France","Commitments",2017,112.726863
"7195","Indonesia","France","Commitments",2017,0.016909
"7199","Mexico","France","Commitments",2017,112.952317
"7208","Mexico","France","Commitments",2017,0.005636
"7210","Mexico","France","Commitments",2017,0.066509
"7239","South Africa","France","Commitments",2017,0.202796
"7250","South Africa","France","Commitments",2017,0.014654
"7266","Thailand","France","Commitments",2017,0.085672
"7277","Vietnam","France","Commitments",2017,0.001127
"7280","Vietnam","France","Commitments",2017,0.016909
"7281","Brazil","Germany","Commitments",2017,5.636343
"7284","Brazil","Germany","Commitments",2017,0.042494
"7287","Brazil","Germany","Commitments",2017,0.899336
"7289","Brazil","Germany","Commitments",2017,3.691244
"7292","Brazil","Germany","Commitments",2017,62.112502
"7294","Brazil","Germany","Commitments",2017,5.636343
"7295","China","Germany","Commitments",2017,1.755248
"7297","China","Germany","Commitments",2017,1.070992
"7299","China","Germany","Commitments",2017,0.444674
"7300","China","Germany","Commitments",2017,1.713908
"7301","China","Germany","Commitments",2017,2.373017
"7302","China","Germany","Commitments",2017,0.083418
"7303","China","Germany","Commitments",2017,1.204456
"7305","China","Germany","Commitments",2017,0.22372
"7306","China","Germany","Commitments",2017,10.959782
"7307","China","Germany","Commitments",2017,0.030174
"7308","China","Germany","Commitments",2017,0.811729
"7309","India","Germany","Commitments",2017,4.621781
"7313","India","Germany","Commitments",2017,1.053809
"7314","India","Germany","Commitments",2017,225.453726
"7317","India","Germany","Commitments",2017,0.743402
"7320","India","Germany","Commitments",2017,0.299917
"7321","India","Germany","Commitments",2017,0.304363
"7322","India","Germany","Commitments",2017,75.526999
"7325","Indonesia","Germany","Commitments",2017,226.569722
"7331","Indonesia","Germany","Commitments",2017,0.057407
"7334","Indonesia","Germany","Commitments",2017,9.601818
"7342","Mexico","Germany","Commitments",2017,79.00253
"7345","Mexico","Germany","Commitments",2017,0.144967
"7348","Mexico","Germany","Commitments",2017,15.049036
"7350","Mexico","Germany","Commitments",2017,5.072709
"7355","Pakistan","Germany","Commitments",2017,0.134695
"7369","Philippines","Germany","Commitments",2017,0.139406
"7376","Philippines","Germany","Commitments",2017,2.176271
"7378","Philippines","Germany","Commitments",2017,2.252824
"7379","South Africa","Germany","Commitments",2017,0.389999
"7380","South Africa","Germany","Commitments",2017,28.181716
"7381","South Africa","Germany","Commitments",2017,6.955228
"7384","South Africa","Germany","Commitments",2017,0.115492
"7387","South Africa","Germany","Commitments",2017,1.019078
"7390","South Africa","Germany","Commitments",2017,1.111967
"7395","Thailand","Germany","Commitments",2017,20.181161
"7401","Thailand","Germany","Commitments",2017,0.225271
"7403","Thailand","Germany","Commitments",2017,0.013484
"7404","Thailand","Germany","Commitments",2017,0.007092
"7405","Thailand","Germany","Commitments",2017,0.011151
"7407","Vietnam","Germany","Commitments",2017,0.044839
"7412","Vietnam","Germany","Commitments",2017,5.703675
"7415","Vietnam","Germany","Commitments",2017,0.227561
"7416","Vietnam","Germany","Commitments",2017,0.067636
"7417","Vietnam","Germany","Commitments",2017,0.044184
"7418","Vietnam","Germany","Commitments",2017,1.202471
"7420","Vietnam","Germany","Commitments",2017,0.497772
"7421","Brazil","Japan","Commitments",2017,0.011106
"7423","Brazil","Japan","Commitments",2017,0.735155
"7427","Brazil","Japan","Commitments",2017,0.02626
"7429","Brazil","Japan","Commitments",2017,0.025271
"7432","Brazil","Japan","Commitments",2017,0.122077
"7434","Brazil","Japan","Commitments",2017,0.066508
"7442","China","Japan","Commitments",2017,0.022116
"7446","China","Japan","Commitments",2017,1.258782
"7449","India","Japan","Commitments",2017,2.799308
"7451","India","Japan","Commitments",2017,1.39652
"7455","India","Japan","Commitments",2017,0.129093
"7460","India","Japan","Commitments",2017,0.344134
"7463","Indonesia","Japan","Commitments",2017,2.220424
"7464","Indonesia","Japan","Commitments",2017,0.767816
"7465","Indonesia","Japan","Commitments",2017,0.914086
"7468","Indonesia","Japan","Commitments",2017,71.311989
"7469","Indonesia","Japan","Commitments",2017,0.139691
"7472","Indonesia","Japan","Commitments",2017,0.050382
"7474","Indonesia","Japan","Commitments",2017,1.953037
"7476","Indonesia","Japan","Commitments",2017,0.014984
"7477","Mexico","Japan","Commitments",2017,0.073068
"7479","Mexico","Japan","Commitments",2017,0.033873
"7483","Mexico","Japan","Commitments",2017,0.016776
"7488","Mexico","Japan","Commitments",2017,0.018158
"7491","Pakistan","Japan","Commitments",2017,1.076027
"7492","Pakistan","Japan","Commitments",2017,0.14865
"7493","Pakistan","Japan","Commitments",2017,1.851054
"7497","Pakistan","Japan","Commitments",2017,0.000998
"7502","Pakistan","Japan","Commitments",2017,0.013362
"7505","Philippines","Japan","Commitments",2017,1.143398
"7506","Philippines","Japan","Commitments",2017,0.007221
"7507","Philippines","Japan","Commitments",2017,0.8149
"7511","Philippines","Japan","Commitments",2017,0.017061
"7514","Philippines","Japan","Commitments",2017,0.042182
"7516","Philippines","Japan","Commitments",2017,0.128967
"7518","Philippines","Japan","Commitments",2017,1.012104
"7521","South Africa","Japan","Commitments",2017,0.827727
"7528","South Africa","Japan","Commitments",2017,0.045925
"7530","South Africa","Japan","Commitments",2017,0.003432
"7533","Thailand","Japan","Commitments",2017,0.28819
"7534","Thailand","Japan","Commitments",2017,0.016037
"7535","Thailand","Japan","Commitments",2017,1.428522
"7539","Thailand","Japan","Commitments",2017,0.037884
"7544","Thailand","Japan","Commitments",2017,0.955204
"7546","Thailand","Japan","Commitments",2017,0.068836
"7547","Vietnam","Japan","Commitments",2017,0.708904
"7548","Vietnam","Japan","Commitments",2017,0.007203
"7549","Vietnam","Japan","Commitments",2017,1.737499
"7553","Vietnam","Japan","Commitments",2017,0.918855
"7556","Vietnam","Japan","Commitments",2017,0.018666
"7558","Vietnam","Japan","Commitments",2017,91.280574
"7560","Vietnam","Japan","Commitments",2017,0.249164
"7587","China","Korea","Commitments",2017,0.009729
"7602","India","Korea","Commitments",2017,0.018091
"7603","Indonesia","Korea","Commitments",2017,0.00056
"7604","Indonesia","Korea","Commitments",2017,0.01098
"7608","Indonesia","Korea","Commitments",2017,0.432363
"7609","Indonesia","Korea","Commitments",2017,0.070435
"7610","Indonesia","Korea","Commitments",2017,0.176892
"7611","Indonesia","Korea","Commitments",2017,0.136382
"7613","Indonesia","Korea","Commitments",2017,1.321633
"7614","Indonesia","Korea","Commitments",2017,0.193245
"7616","Indonesia","Korea","Commitments",2017,0.023898
"7646","Philippines","Korea","Commitments",2017,0.005774
"7652","Philippines","Korea","Commitments",2017,0.176892
"7653","Philippines","Korea","Commitments",2017,0.096254
"7658","Philippines","Korea","Commitments",2017,0.090443
"7685","Thailand","Korea","Commitments",2017,0.009729
"7688","Vietnam","Korea","Commitments",2017,0.073389
"7689","Vietnam","Korea","Commitments",2017,0.085071
"7692","Vietnam","Korea","Commitments",2017,1.9
"7693","Vietnam","Korea","Commitments",2017,0.085071
"7694","Vietnam","Korea","Commitments",2017,1.990032
"7695","Vietnam","Korea","Commitments",2017,0.225162
"7696","Vietnam","Korea","Commitments",2017,0.015291
"7697","Vietnam","Korea","Commitments",2017,2.255854
"7698","Vietnam","Korea","Commitments",2017,0.147427
"7700","Vietnam","Korea","Commitments",2017,0.08512
"7754","Indonesia","Netherlands","Commitments",2017,0.112727
"7852","Brazil","Sweden","Commitments",2017,0.641898
"7880","India","Sweden","Commitments",2017,0.278413
"7894","Indonesia","Sweden","Commitments",2017,0.201076
"7936","Philippines","Sweden","Commitments",2017,0.734702
"7950","South Africa","Sweden","Commitments",2017,0.794202
"7964","Thailand","Sweden","Commitments",2017,0.139207
"7992","Brazil","Switzerland","Commitments",2017,0.000711
"8011","India","Switzerland","Commitments",2017,2.132629
"8012","India","Switzerland","Commitments",2017,0.005078
"8014","India","Switzerland","Commitments",2017,7.220067
"8024","Indonesia","Switzerland","Commitments",2017,0.000762
"8062","Pakistan","Switzerland","Commitments",2017,0.121865
"8092","South Africa","Switzerland","Commitments",2017,2.328628
"8121","Brazil","UK","Commitments",2017,0.178077
"8123","Brazil","UK","Commitments",2017,0.252774
"8127","Brazil","UK","Commitments",2017,0.053342
"8128","Brazil","UK","Commitments",2017,0.055597
"8132","Brazil","UK","Commitments",2017,0.247296
"8134","Brazil","UK","Commitments",2017,0.673034
"8135","China","UK","Commitments",2017,0.06324
"8137","China","UK","Commitments",2017,1.331864
"8139","China","UK","Commitments",2017,0.129887
"8141","China","UK","Commitments",2017,0.035295
"8142","China","UK","Commitments",2017,0.044806
"8143","China","UK","Commitments",2017,1.043862
"8145","China","UK","Commitments",2017,0.190501
"8146","China","UK","Commitments",2017,0.813344
"8147","China","UK","Commitments",2017,0.045972
"8148","China","UK","Commitments",2017,0.168893
"8149","India","UK","Commitments",2017,0.386835
"8151","India","UK","Commitments",2017,3.0665
"8152","India","UK","Commitments",2017,0.003128
"8155","India","UK","Commitments",2017,0.092242
"8156","India","UK","Commitments",2017,0.38526
"8160","India","UK","Commitments",2017,4.900676
"8162","India","UK","Commitments",2017,1.179424
"8165","Indonesia","UK","Commitments",2017,0.083044
"8169","Indonesia","UK","Commitments",2017,0.020216
"8174","Indonesia","UK","Commitments",2017,4.708649
"8179","Mexico","UK","Commitments",2017,0.11213
"8181","Mexico","UK","Commitments",2017,0.071312
"8183","Mexico","UK","Commitments",2017,0.094872
"8188","Mexico","UK","Commitments",2017,0.184432
"8189","Mexico","UK","Commitments",2017,0.041317
"8190","Mexico","UK","Commitments",2017,0.079115
"8201","Pakistan","UK","Commitments",2017,0.073397
"8202","Pakistan","UK","Commitments",2017,0.287549
"8204","Pakistan","UK","Commitments",2017,0.53507
"8211","Philippines","UK","Commitments",2017,0.038948
"8216","Philippines","UK","Commitments",2017,0.138998
"8219","South Africa","UK","Commitments",2017,0.0183
"8221","South Africa","UK","Commitments",2017,0.042078
"8230","South Africa","UK","Commitments",2017,0.027118
"8232","South Africa","UK","Commitments",2017,0.724208
"8239","Thailand","UK","Commitments",2017,0.038948
"8244","Thailand","UK","Commitments",2017,0.0494
"8249","Vietnam","UK","Commitments",2017,0.010095
"8253","Vietnam","UK","Commitments",2017,0.023435
"8258","Vietnam","UK","Commitments",2017,0.138879
"8259","Vietnam","UK","Commitments",2017,0.037984
"8262","Brazil","USA","Commitments",2017,1.98507
"8264","Brazil","USA","Commitments",2017,0.2866
"8274","Brazil","USA","Commitments",2017,0.19598
"8276","China","USA","Commitments",2017,3.91762
"8277","China","USA","Commitments",2017,2.85676
"8286","China","USA","Commitments",2017,0.5482
"8290","India","USA","Commitments",2017,1.60064
"8291","India","USA","Commitments",2017,0.57922
"8294","India","USA","Commitments",2017,0.0462
"8296","India","USA","Commitments",2017,1.48712
"8302","India","USA","Commitments",2017,1.09297
"8305","Indonesia","USA","Commitments",2017,2
"8310","Indonesia","USA","Commitments",2017,0.24245
"8314","Indonesia","USA","Commitments",2017,0.054
"8317","Mexico","USA","Commitments",2017,0.06617
"8318","Mexico","USA","Commitments",2017,0.21723
"8328","Mexico","USA","Commitments",2017,2.87362
"8331","Pakistan","USA","Commitments",2017,26.19891
"8333","Pakistan","USA","Commitments",2017,85.1
"8345","Philippines","USA","Commitments",2017,1.06538
"8347","Philippines","USA","Commitments",2017,0.13509
"8348","Philippines","USA","Commitments",2017,0.002
"8356","Philippines","USA","Commitments",2017,1.15866
"8362","South Africa","USA","Commitments",2017,0.465
"8370","South Africa","USA","Commitments",2017,0.00747
"8372","South Africa","USA","Commitments",2017,0.27
"8376","Thailand","USA","Commitments",2017,0.105
"8388","Vietnam","USA","Commitments",2017,0.91938
"8389","Vietnam","USA","Commitments",2017,0.32064
"8390","Vietnam","USA","Commitments",2017,0.04
"8398","Vietnam","USA","Commitments",2017,8.8126
"8432","India","Australia","Disbursements",2017,0.098038
"8437","India","Australia","Disbursements",2017,1.877539
"8443","Indonesia","Australia","Disbursements",2017,2.932895
"8445","Indonesia","Australia","Disbursements",2017,2.020451
"8452","Indonesia","Australia","Disbursements",2017,0.203847
"8454","Indonesia","Australia","Disbursements",2017,4.713005
"8455","Indonesia","Australia","Disbursements",2017,0.042681
"8456","Indonesia","Australia","Disbursements",2017,1.788214
"8473","Pakistan","Australia","Disbursements",2017,0.777219
"8485","Philippines","Australia","Disbursements",2017,1.03962
"8497","Philippines","Australia","Disbursements",2017,0.009278
"8508","South Africa","Australia","Disbursements",2017,0.000866
"8511","South Africa","Australia","Disbursements",2017,0.016103
"8524","Thailand","Australia","Disbursements",2017,0.02179
"8527","Vietnam","Australia","Disbursements",2017,0.564299
"8538","Vietnam","Australia","Disbursements",2017,0.06873
"8552","Brazil","Canada","Disbursements",2017,0.012317
"8566","China","Canada","Disbursements",2017,1.234481
"8576","India","Canada","Disbursements",2017,0.020091
"8580","India","Canada","Disbursements",2017,0.318314
"8581","India","Canada","Disbursements",2017,0.021897
"8592","Indonesia","Canada","Disbursements",2017,2.514379
"8594","Indonesia","Canada","Disbursements",2017,0.35605
"8595","Indonesia","Canada","Disbursements",2017,0.146625
"8606","Mexico","Canada","Disbursements",2017,0.021849
"8608","Mexico","Canada","Disbursements",2017,0.53925
"8622","Pakistan","Canada","Disbursements",2017,0.087549
"8636","Philippines","Canada","Disbursements",2017,0.223662
"8637","Philippines","Canada","Disbursements",2017,0.022372
"8650","South Africa","Canada","Disbursements",2017,0.074648
"8651","South Africa","Canada","Disbursements",2017,0.00703
"8652","South Africa","Canada","Disbursements",2017,0.277482
"8678","Vietnam","Canada","Disbursements",2017,0.012554
"8679","Vietnam","Canada","Disbursements",2017,0.003934
"8680","Vietnam","Canada","Disbursements",2017,0.000336
"8697","China","Denmark","Disbursements",2017,0.389568
"8706","China","Denmark","Disbursements",2017,0.360968
"8708","China","Denmark","Disbursements",2017,0.035489
"8711","India","Denmark","Disbursements",2017,0.03181
"8722","India","Denmark","Disbursements",2017,0.115957
"8725","Indonesia","Denmark","Disbursements",2017,0.205537
"8734","Indonesia","Denmark","Disbursements",2017,10.437268
"8748","Mexico","Denmark","Disbursements",2017,1.855293
"8781","South Africa","Denmark","Disbursements",2017,0.001862
"8782","South Africa","Denmark","Disbursements",2017,0.009356
"8790","South Africa","Denmark","Disbursements",2017,1.677963
"8792","South Africa","Denmark","Disbursements",2017,0.09472
"8809","Vietnam","Denmark","Disbursements",2017,0.091288
"8818","Vietnam","Denmark","Disbursements",2017,1.182198
"8821","Brazil","France","Disbursements",2017,0.158945
"8832","Brazil","France","Disbursements",2017,5.648552
"8833","Brazil","France","Disbursements",2017,0.067636
"8834","Brazil","France","Disbursements",2017,0.696379
"8847","China","France","Disbursements",2017,0.031564
"8848","China","France","Disbursements",2017,22.021357
"8849","India","France","Disbursements",2017,0.006764
"8860","India","France","Disbursements",2017,35.825582
"8861","India","France","Disbursements",2017,0.002255
"8862","India","France","Disbursements",2017,0.0248
"8863","Indonesia","France","Disbursements",2017,84.666602
"8865","Indonesia","France","Disbursements",2017,112.726863
"8875","Indonesia","France","Disbursements",2017,0.157177
"8879","Mexico","France","Disbursements",2017,112.934505
"8888","Mexico","France","Disbursements",2017,0.005636
"8890","Mexico","France","Disbursements",2017,0.066509
"8919","South Africa","France","Disbursements",2017,0.060839
"8930","South Africa","France","Disbursements",2017,0.014654
"8932","South Africa","France","Disbursements",2017,0.0372
"8944","Thailand","France","Disbursements",2017,3.381806
"8946","Thailand","France","Disbursements",2017,0.085672
"8957","Vietnam","France","Disbursements",2017,0.001127
"8960","Vietnam","France","Disbursements",2017,0.281274
"8961","Brazil","Germany","Disbursements",2017,1.011727
"8963","Brazil","Germany","Disbursements",2017,5.557285
"8964","Brazil","Germany","Disbursements",2017,0.066148
"8965","Brazil","Germany","Disbursements",2017,0.030993
"8966","Brazil","Germany","Disbursements",2017,0.113906
"8967","Brazil","Germany","Disbursements",2017,0.111235
"8969","Brazil","Germany","Disbursements",2017,0.444298
"8972","Brazil","Germany","Disbursements",2017,50.217914
"8973","Brazil","Germany","Disbursements",2017,0.011478
"8974","Brazil","Germany","Disbursements",2017,0.944516
"8975","China","Germany","Disbursements",2017,1.575738
"8977","China","Germany","Disbursements",2017,2.403248
"8979","China","Germany","Disbursements",2017,0.146793
"8980","China","Germany","Disbursements",2017,1.63836
"8981","China","Germany","Disbursements",2017,0.147848
"8982","China","Germany","Disbursements",2017,0.083418
"8983","China","Germany","Disbursements",2017,0.301157
"8985","China","Germany","Disbursements",2017,0.044808
"8986","China","Germany","Disbursements",2017,2.832598
"8987","China","Germany","Disbursements",2017,0.229213
"8988","China","Germany","Disbursements",2017,1.14037
"8989","India","Germany","Disbursements",2017,2.362535
"8991","India","Germany","Disbursements",2017,7.012191
"8993","India","Germany","Disbursements",2017,0.675319
"8994","India","Germany","Disbursements",2017,0.334697
"8997","India","Germany","Disbursements",2017,1.477458
"9000","India","Germany","Disbursements",2017,10.243578
"9001","India","Germany","Disbursements",2017,0.482679
"9002","India","Germany","Disbursements",2017,31.526591
"9003","Indonesia","Germany","Disbursements",2017,0.589431
"9005","Indonesia","Germany","Disbursements",2017,2.824093
"9006","Indonesia","Germany","Disbursements",2017,0.000432
"9007","Indonesia","Germany","Disbursements",2017,0.41898
"9011","Indonesia","Germany","Disbursements",2017,0.057407
"9014","Indonesia","Germany","Disbursements",2017,3.279369
"9015","Indonesia","Germany","Disbursements",2017,0.250774
"9016","Indonesia","Germany","Disbursements",2017,0.504673
"9019","Mexico","Germany","Disbursements",2017,1.474474
"9021","Mexico","Germany","Disbursements",2017,0.008855
"9022","Mexico","Germany","Disbursements",2017,12.857798
"9025","Mexico","Germany","Disbursements",2017,0.079089
"9028","Mexico","Germany","Disbursements",2017,4.905617
"9030","Mexico","Germany","Disbursements",2017,0.282173
"9035","Pakistan","Germany","Disbursements",2017,0.079666
"9049","Philippines","Germany","Disbursements",2017,0.056623
"9056","Philippines","Germany","Disbursements",2017,2.077787
"9058","Philippines","Germany","Disbursements",2017,0.722943
"9059","South Africa","Germany","Disbursements",2017,0.058607
"9060","South Africa","Germany","Disbursements",2017,12.575548
"9061","South Africa","Germany","Disbursements",2017,6.955228
"9062","South Africa","Germany","Disbursements",2017,0.00274
"9067","South Africa","Germany","Disbursements",2017,0.355554
"9068","South Africa","Germany","Disbursements",2017,0.422651
"9070","South Africa","Germany","Disbursements",2017,4.662988
"9071","South Africa","Germany","Disbursements",2017,0.144065
"9072","South Africa","Germany","Disbursements",2017,1.341692
"9075","Thailand","Germany","Disbursements",2017,0.003053
"9081","Thailand","Germany","Disbursements",2017,0.039377
"9083","Thailand","Germany","Disbursements",2017,0.005073
"9084","Thailand","Germany","Disbursements",2017,1.79296
"9085","Thailand","Germany","Disbursements",2017,0.085671
"9086","Thailand","Germany","Disbursements",2017,0.011154
"9087","Vietnam","Germany","Disbursements",2017,0.017754
"9089","Vietnam","Germany","Disbursements",2017,1.369158
"9090","Vietnam","Germany","Disbursements",2017,0.098072
"9092","Vietnam","Germany","Disbursements",2017,0.350949
"9095","Vietnam","Germany","Disbursements",2017,0.258321
"9096","Vietnam","Germany","Disbursements",2017,0.111381
"9097","Vietnam","Germany","Disbursements",2017,0.156911
"9098","Vietnam","Germany","Disbursements",2017,4.751838
"9100","Vietnam","Germany","Disbursements",2017,1.969696
"9101","Brazil","Japan","Disbursements",2017,0.011106
"9103","Brazil","Japan","Disbursements",2017,0.735155
"9107","Brazil","Japan","Disbursements",2017,0.02626
"9109","Brazil","Japan","Disbursements",2017,0.025298
"9112","Brazil","Japan","Disbursements",2017,0.122077
"9114","Brazil","Japan","Disbursements",2017,0.066508
"9122","China","Japan","Disbursements",2017,0.009921
"9126","China","Japan","Disbursements",2017,1.247702
"9129","India","Japan","Disbursements",2017,2.799308
"9131","India","Japan","Disbursements",2017,1.39652
"9135","India","Japan","Disbursements",2017,0.129093
"9140","India","Japan","Disbursements",2017,0.342548
"9143","Indonesia","Japan","Disbursements",2017,2.220424
"9144","Indonesia","Japan","Disbursements",2017,0.767816
"9145","Indonesia","Japan","Disbursements",2017,0.914086
"9149","Indonesia","Japan","Disbursements",2017,0.139691
"9152","Indonesia","Japan","Disbursements",2017,0.050382
"9154","Indonesia","Japan","Disbursements",2017,1.953037
"9156","Indonesia","Japan","Disbursements",2017,0.014984
"9157","Mexico","Japan","Disbursements",2017,0.073068
"9159","Mexico","Japan","Disbursements",2017,0.033873
"9163","Mexico","Japan","Disbursements",2017,0.016776
"9168","Mexico","Japan","Disbursements",2017,0.018158
"9171","Pakistan","Japan","Disbursements",2017,1.076027
"9172","Pakistan","Japan","Disbursements",2017,0.14865
"9173","Pakistan","Japan","Disbursements",2017,1.851054
"9177","Pakistan","Japan","Disbursements",2017,0.000998
"9182","Pakistan","Japan","Disbursements",2017,0.013362
"9185","Philippines","Japan","Disbursements",2017,1.143398
"9186","Philippines","Japan","Disbursements",2017,24.964237
"9187","Philippines","Japan","Disbursements",2017,0.8149
"9191","Philippines","Japan","Disbursements",2017,0.017061
"9194","Philippines","Japan","Disbursements",2017,0.042182
"9196","Philippines","Japan","Disbursements",2017,0.128967
"9198","Philippines","Japan","Disbursements",2017,1.012104
"9201","South Africa","Japan","Disbursements",2017,0.827727
"9208","South Africa","Japan","Disbursements",2017,0.045925
"9210","South Africa","Japan","Disbursements",2017,0.003432
"9213","Thailand","Japan","Disbursements",2017,0.28819
"9214","Thailand","Japan","Disbursements",2017,0.016037
"9215","Thailand","Japan","Disbursements",2017,1.428522
"9219","Thailand","Japan","Disbursements",2017,0.037884
"9224","Thailand","Japan","Disbursements",2017,0.953707
"9226","Thailand","Japan","Disbursements",2017,0.068836
"9227","Vietnam","Japan","Disbursements",2017,0.708904
"9228","Vietnam","Japan","Disbursements",2017,1.594592
"9229","Vietnam","Japan","Disbursements",2017,1.737499
"9233","Vietnam","Japan","Disbursements",2017,0.918855
"9236","Vietnam","Japan","Disbursements",2017,0.018666
"9238","Vietnam","Japan","Disbursements",2017,92.74998
"9240","Vietnam","Japan","Disbursements",2017,14.933299
"9266","China","Korea","Disbursements",2017,0.001512
"9267","China","Korea","Disbursements",2017,0.009729
