"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2019 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2019 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2019 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2019 USD thousand","Channel of Delivery Code","Channel of Delivery","Purpose Code","Sector (detailed)","Sub-sector","Development Cooperation Modality","Financial Instrument","Type of Finance","Project Title","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2019,"DAC member","Canada","Canada",301,2,"International Development Research Centre",20140076434,"107643","Pakistan",665,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",2.22938960060286,2.22938960060286,0,0,0,0,2.22938960060286,2.22938960060286,51000,"University, college or other teaching institution, research institute or think-tank",43082,"IV.2. Other Multisector","Research/scientific institutions","C01","Grant",110,"PATHWAYS TO RESILIENCE IN SEMI-ARID ECONOMIES","How can populations become resilient to climate change while pursuing economic growth? This question is at the heart of a research project designed to support climate-resilient economic development in semi-arid lands. It will do so by addressing the conditions for economic growth and considering the needs of women and marginalized groups. Leading change on climate change adaptationFive consortium partners will implement the project in six countries: Burkina Faso, Kenya, Pakistan, Senegal, Tajikistan, and Tanzania. These countries all have large, economically crucial semi-arid lands, where water scarcity shapes ecosystems and social and economic opportunities.The partners include:-Overseas Development Institute -Innovations-Environnement et Développement en Afrique-Center for Climate Change Studies at the University of Dar es Salaam -Grantham Research Institute at London School of Economics -Sustainable Development Policy InstituteA vision for the futureThe consortium's vision of climate-resilient development includes development that tackles poverty and maximizes people's capacity to adapt to climate change, while also expecting that change is needed to implement this vision. The research program is designed to produce evidence that will support this change. Research methodologyThe research will identify:-different enabling factors of economic development;-where they fail to meet the needs and aspirations of poor and marginalized people;  -whether they increase people's vulnerability to climate change; and-which of these key factors might be affected by climate change and how. The researchers will take a transdisciplinary approach to assess how to resolve trade-offs between these different dimensions to support climate-resilient development. From research to policyThe research results will advise policymakers and decision-makers contemplating uncertain interactions between climate change and economic development in fragile semi-arid lands. The researchers will engage with business leaders, economic ministries, and regional economic communities to create new knowledge and to translate this knowledge into policies and investments. Their goal is to help reduce poverty and strengthen adaptive capacity.",NA,1,"Significant",2304
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019000249,"204794-106","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",31.743236345074,31.743236345074,0,0,0,0,31.743236345074,31.743236345074,90000,"Other",43040,"IV.2. Other Multisector","Rural development","C01","Grant",110,"PERFORMANCE EVALUATION OF THE INFRASTRUCTURE FOR CLIMATE RESILIENT GROWTH (ICRG) PROGRAMME IN INDIA","In line with the UK government's aid policy and revised development partnership with India, the Infrastructure for Climate Resilient Growth (ICRG) programme sees the UK provide world class expertise to improve the impact of the Indian Government's $5 billion per year National Rural Employment Guarantee Scheme. The scheme will help over 5 million people living in three of India's poorest states – Odisha, Chhattisgarh and Bihar – to increase their incomes and resilience to climate shocks. It guarantees 40 million households per year the opportunity to build small scale works (irrigation, flood defences, forest plantations etc.) to increase their incomes and protect themselves from extreme weather events.  UK support will improve the design and quality of infrastructure built, increase the capacity of the government to deliver its own programmes and influence the policies of the largest programme of this type in the world.",NA,1,"Significant",16793
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019002561,"GCRF_RAENG_IND_FoDT3\192013","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",12.7616130678918,12.7616130678918,12.7616130678918,12.7616130678918,12.7616130678918,12.7616130678918,12.7616130678918,12.7616130678918,51000,"University, college or other teaching institution, research institute or think-tank",43082,"IV.2. Other Multisector","Research/scientific institutions","D02","Grant",110,"FRONTIERS OF DEVELOPMENT","This programme will contribute to the interdisciplinary engineering, natural science, social science and medical science research base focussed primarily in the developing world and also play a capacitybuilding role.",NA,1,"Not targeted",16900
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019002565,"GCRF_RAENG_IND_RF\201819\18\86","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",38.7180959673303,38.7180959673303,0,0,0,0,38.7180959673303,38.7180959673303,51000,"University, college or other teaching institution, research institute or think-tank",43082,"IV.2. Other Multisector","Research/scientific institutions","C01","Grant",110,"ENGINEERING FOR DEVELOPMENT RESEARCH FELLOWSHIPS","This programme will contribute to the engineering research base focussed primarily in the developing world and also play a capacitybuilding role.",NA,1,"Not targeted",16901
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019002566,"GCRF_RAENG_IND_RF\201819\18\89","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",36.9448698315467,36.9448698315467,0,0,0,0,36.9448698315467,36.9448698315467,51000,"University, college or other teaching institution, research institute or think-tank",43082,"IV.2. Other Multisector","Research/scientific institutions","C01","Grant",110,"ENGINEERING FOR DEVELOPMENT RESEARCH FELLOWSHIPS","This programme will contribute to the engineering research base focussed primarily in the developing world and also play a capacitybuilding role.",NA,1,"Not targeted",16902
2019,"DAC member","United Kingdom","United Kingdom",12,16,"Department for Business, Energy and Industrial Strategy",2019002627,"GCRF_RAENG_VNM_FoDSF\1819\1\14","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",5.41271056661562,5.41271056661562,5.41271056661562,5.41271056661562,5.41271056661562,5.41271056661562,5.41271056661562,5.41271056661562,51000,"University, college or other teaching institution, research institute or think-tank",43082,"IV.2. Other Multisector","Research/scientific institutions","D02","Grant",110,"FRONTIERS OF DEVELOPMENT","By focusing on building engineering capacity in SSA, this programme will have a primary focus on some of the poorest countries in the developing world and will help stengthen their resilience and reponse to crisis and help promote global prosperity.",NA,1,"Not targeted",16908
2019,"DAC member","United States","United States",302,1,"Agency for International Development",2019017348,"76_54186","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,26.552,26.552,0,0,26.552,26.552,61000,"Private sector in provider country",43010,"IV.2. Other Multisector","Multisector aid","C01","Grant",110,"ADMINISTRATIVE, TECHNICAL, AND SUPPORT STAFF SERVICES TO THE BUREAUS OF ASIA AND LEGISLATIVE AND PUBLIC AFFAIRS","The contrator shall provide administrative, technical, and support staff services to the bureaus of Asia and Legislative and Public Affairs. This contract is to provide a core staff of employees and a workforce surge capacity of support services including administrative, technical, and support staff needed for program design, implementation, oversight, monitoring, and evaluation to the Asia and Legislative and Public Affairs (LPA) Bureau's for The United States Agency for International Development (USAID) located in Washington, D.C., with possible work sites overseas in the Asia region.",NA,1,"Significant",18168
2019,"Multilateral development bank","AsDB","Asian Development Bank",915,1,"Asian Development Bank",2019002302,"LN3881-PAK","Pakistan",665,"Asia","LMICs","Concessional and developmental","Climate components","Climate components","Climate components",0,0,45000,45000,NA,NA,45000,45000,12000,"Recipient Government",23110,"II.3. Energy","Energy policy and administrative management","A02","Debt instrument",421,"ENERGY SECTOR REFORMS AND FINANCIAL SUSTAINABILITY PROGRAM (SUBPROGRAM 1)","The proposed Energy Sector Reforms and Financial Sustainability Program aims to address fiscal, governance, technical, and policy deficits in Pakistans energy sector. These arrears have adversely impacted the sectors quality and efficiency of services, and the sustainability of energy infrastructure and finances, thereby challenging Pakistans fiscal balance and macroeconomic stability. The program incorporates lessons learned from similar policy-based interventions by the Asian Development Bank (ADB) and draws on the recommendations and lessons in the sector assistance program evaluation. The program is conceived in close coordination with key development partners, and underpins the International Monetary Funds recently approved $6.0 billion extended fund facility to curtail the sectors burden on the annual budget and to stem quasi-fiscal losses and associated negative impact on economic growth.",0,0.15,"Not Targeted",446
2019,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance",2019013112,NA,"China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,109.84478,109.84478,0,0,109.84478,109.84478,11000,"Donor Government",23210,"II.3. Energy","Energy generation, renewable sources - multiple technologies","D02","Grant",110,"CHINA - ENERGY TRENDS OF THE FUTURE (2018-2019)","The project aims to professionally promote German-Chinese cooperation in the field of energy management and policy through the expertise of the German Energy Agency (dena) and to identify future fields of cooperation.",NA,1,"Not targeted",8168
2019,"DAC member","Germany","Germany",5,5,"Federal Ministry of Finance",2019013114,NA,"China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,301.22754,301.22754,0,0,301.22754,301.22754,11000,"Donor Government",23110,"II.3. Energy","Energy policy and administrative management","D02","Grant",110,"GERMAN 'ENERGIEWENDE' EXPERTISE FOR CHINA - CNREC, PART 2 (CNREC = CHINA NATIONAL RENEWABLE ENERGY CENTRE)","The project is intended to help enable the scientific think tank China National Renewable Energy Centre (CNREC) to develop appropriate strategies and policy recommendations for China by transferring German experiences and approaches from the German energy transition.",NA,1,"Not targeted",8170
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019000146,"204059-110","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,883.704696273609,883.704696273609,0,0,883.704696273609,883.704696273609,22000,"Donor country-based NGO",23630,"II.3. Energy","Electric power transmission and distribution (centralised grids)","C01","Grant",110,"PROMOTION OF WOMEN IN ENERGY - RELATED ENTERPRISES FOR DEVELOPMENT (POWERED) SF","In line with the UK government's aid policy and new development partnership with India, the 'Supporting Structural Reform in the Indian Power Sector' programme will improve the efficiency, reliability and sustainability of electricity supply in India through technical expertise, not through traditional grant support. It will provide world class expertise to support the market reforms and scale up of renewable energy supply that the Indian power sector needs to support growth and create jobs. It will work at the Central level and in upto three States which may include DFID focus states such as Odisha, Andhra Pradesh and Madhya Pradesh.",NA,1,"Significant",16785
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019001046,"204059-111","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,342.978560490046,342.978560490046,0,0,342.978560490046,342.978560490046,90000,"Other",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"TO IMPROVE EFFICIENCY & CONSUMER RESPONSIVENESS IN THE POWER SECTOR","In line with the UK government's aid policy and new development partnership with India, the 'Supporting Structural Reform in the Indian Power Sector' programme will improve the efficiency, reliability and sustainability of electricity supply in India through technical expertise, not through traditional grant support. It will provide world class expertise to support the market reforms and scale up of renewable energy supply that the Indian power sector needs to support growth and create jobs. It will work at the Central level and in upto three States which may include DFID focus states such as Odisha, Andhra Pradesh and Madhya Pradesh.",NA,1,"Significant",16842
2019,"DAC member","United Kingdom","United Kingdom",12,13,"Prosperity Fund",2019005824,"GB-GOV-3-PF-CHP-924007","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,29.6669984686064,29.6669984686064,0,0,29.6669984686064,29.6669984686064,11001,"Central Government",23310,"II.3. Energy","Energy generation, non-renewable sources, unspecified","C01","Grant",110,"PROVIDING UK EXPERTISE TO SUPPORT THE DESIGN AND CONSTRUCTION OF FUJIAN'S POWER SECTOR REFORM THROUGH THE FIRST UK-FUJIAN POWER SECTOR REFORM FORUM","This project is designed to establish expertise between the UK and Fujian Province to support power sector reform. It is part of the multi-year China Energy and Low Carbon programme and focuses on clean technology policy and regulation. The project intends to support China in reducing greenhouse gas emissions, and accelerate China's energy transition to a sustainable, low carbon economy. As a secondary benefit, policy, operation and technical needs arising from the reforms in Fujian will offer new opportunities for UK-China collaboration. This will generate opportunities for international business in the Energy and Low Carbon sector, bringing potential benefits to UK companies in relevant sectors where they are well placed to compete.",NA,1,"Not targeted",17062
2019,"DAC member","United Kingdom","United Kingdom",12,13,"Prosperity Fund",2019005825,"GB-GOV-3-PF-CHP-924008","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,31.3975114854518,31.3975114854518,0,0,31.3975114854518,31.3975114854518,61009,"Other non-financial corporations",23310,"II.3. Energy","Energy generation, non-renewable sources, unspecified","C01","Grant",110,"PROVIDING UK EXPERTISE ON POWER SECTOR REFORM IN JIANGSU TO FACILITATE LOW CARBON TRANSITION.","This project will accelerate power sector reform process in Jiangsu with UK policy and market expertise. It is part of the multi-year China Energy and Low Carbon programme and focuses on clean technology policy and regulation. The success of this project will facilitate Jiangsu's low carbon transition and accelerate China's overall energy transition to a sustainable, low carbon economy. As a secondary benefit, policy, operation and technical needs arising from these reforms offer new opportunities for UK-China collaboration. This will generate opportunities for international business in the Energy and low Carbon sectors, bringing potential and bring potential benefits to British companies in a sector where they are well placed to compete",NA,1,"Not targeted",17063
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_54761","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,2000,2000,0,0,2000,2000,61000,"Private sector in provider country",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"INDONESIA CLEAN ENERGY DEVELOPMENT - II (ICED II PROJECT)","ICED II aims to improve the governance of clean energy development in Indonesia, with an emphasis on establishing an effective policy, regulatory and incentive environment for low-emission growth in the energy sector. ICED II project will be partnering with both the Central Government and several Local Governments. Further, it aims to provide assistance and advisory services to the GOI in identifying and overcoming gaps in the climate change mitigation and energy planning frameworks/processes within the energy sector, and in formulating/refining relevant regulations and policies more conducive of successful implementation of emission reduction plan and rapid development of clean energy project.",NA,1,"Significant",18196
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_54761","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,38.591,38.591,0,0,38.591,38.591,61000,"Private sector in provider country",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"INDONESIA CLEAN ENERGY DEVELOPMENT - II (ICED II PROJECT)","ICED II aims to improve the governance of clean energy development in Indonesia, with an emphasis on establishing an effective policy, regulatory and incentive environment for low-emission growth in the energy sector. ICED II project will be partnering with both the Central Government and several Local Governments. Further, it aims to provide assistance and advisory services to the GOI in identifying and overcoming gaps in the climate change mitigation and energy planning frameworks/processes within the energy sector, and in formulating/refining relevant regulations and policies more conducive of successful implementation of emission reduction plan and rapid development of clean energy project.",NA,1,"Significant",18197
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_58060","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,300,300,0,0,300,300,22000,"Donor country-based NGO",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"ENERGY UTILITY PARTNERSHIP PROGRAM (EUPP)","The Energy Utility Partnership Program's principal activity is the establishment of one-on-one executive partnerships between developing country electric utilities, gas utilities, transmission and other energy sector operators & policy makers and their U.S. counterparts.",NA,1,"Not targeted",18294
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_58060","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,2300,2300,0,0,2300,2300,22000,"Donor country-based NGO",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"ENERGY UTILITY PARTNERSHIP PROGRAM (EUPP)","The Energy Utility Partnership Program's principal activity is the establishment of one-on-one executive partnerships between developing country electric utilities, gas utilities, transmission and other energy sector operators & policy makers and their U.S. counterparts.",NA,1,"Not targeted",18295
2019,"DAC member","United States","United States",302,1,"Agency for International Development",2019020001,"76_58060","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,111.408,111.408,0,0,111.408,111.408,22000,"Donor country-based NGO",23110,"II.3. Energy","Energy policy and administrative management","C01","Grant",110,"ENERGY UTILITY PARTNERSHIP PROGRAM (EUPP)","The Energy Utility Partnership Program's principal activity is the establishment of one-on-one executive partnerships between developing country electric utilities, gas utilities, transmission and other energy sector operators & policy makers and their U.S. counterparts.",NA,1,"Not targeted",18296
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019000146,"204059-110","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,706.963757018887,706.963757018887,0,0,706.963757018887,706.963757018887,22000,"Donor country-based NGO",32130,"III.2. Industry, Mining, Construction","Small and medium-sized enterprises (SME) development","C01","Grant",110,"PROMOTION OF WOMEN IN ENERGY - RELATED ENTERPRISES FOR DEVELOPMENT (POWERED) SF","In line with the UK government's aid policy and new development partnership with India, the 'Supporting Structural Reform in the Indian Power Sector' programme will improve the efficiency, reliability and sustainability of electricity supply in India through technical expertise, not through traditional grant support. It will provide world class expertise to support the market reforms and scale up of renewable energy supply that the Indian power sector needs to support growth and create jobs. It will work at the Central level and in upto three States which may include DFID focus states such as Odisha, Andhra Pradesh and Madhya Pradesh.",NA,1,"Significant",16787
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010338,"7F-09802.01.03","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,603.743207888911,603.743207888911,0,0,603.743207888911,603.743207888911,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14321
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010338,"7F-09802.01.03","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1408.73415174079,1408.73415174079,0,0,1408.73415174079,1408.73415174079,51000,"University, college or other teaching institution, research institute or think-tank",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14322
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010339,"7F-09802.01.04","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,247.534715234454,247.534715234454,0,0,247.534715234454,247.534715234454,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14323
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010339,"7F-09802.01.04","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,577.581002213725,577.581002213725,0,0,577.581002213725,577.581002213725,51000,"University, college or other teaching institution, research institute or think-tank",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14324
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010340,"7F-09802.01.05","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,63.3930368283357,63.3930368283357,0,0,63.3930368283357,63.3930368283357,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14325
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010340,"7F-09802.01.05","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,147.917085932783,147.917085932783,0,0,147.917085932783,147.917085932783,51000,"University, college or other teaching institution, research institute or think-tank",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14326
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010341,"7F-09802.01.06","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,12.0748641577782,12.0748641577782,0,0,12.0748641577782,12.0748641577782,51000,"University, college or other teaching institution, research institute or think-tank",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14327
2019,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation",2018010341,"7F-09802.01.06","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,28.1746830348159,28.1746830348159,0,0,28.1746830348159,28.1746830348159,51000,"University, college or other teaching institution, research institute or think-tank",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"CLEAN AIR CHINA (CAC): BREAKING DOWN THE DOME: SINO-SWISS COOPERATION ON AIR POLLUTION SOURCE APPORTIONMENT FOR BETTER AIR","The project will support the development of advanced air pollution source apportionment techniques with a Swiss and Chinese joint expert team to enable the design of more effective air pollution control policies beneficial for public health, the global climate and the environment. The techniques and experience of science-based policy making will be piloted in Chinese cities and shared with other developing countries strongly affected by air pollution to accelerate progress towards cleaner air.",NA,1,"Not targeted",14328
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019001406,"300424-101","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,401.990811638591,401.990811638591,0,0,401.990811638591,401.990811638591,90000,"Other",41010,"IV.1. General Environment Protection","Environmental policy and administrative management","D02","Grant",110,"REDUCING DEFORESTATION THROUGH IMPROVED SPATIAL PLANNING IN INDONESIA","The objective of the programme is to support Indonesia and the provinces of Papua and West Papua to improve spatial plan processes and implementation in order to prevent deforestation and reduce greenhouse gas emissions.  Technical assistance will be provided to improve the revision and implementation of Papua and West Papua provincial spatial plans; to improve transparency and build constituency in spatial planning at provincial level; and to foster national policy dialogue and engagement to support Papua's commitment to protect its forest.   Support will be focused largely on two provinces – Papua and West Papua – and relevant national ministries (particularly Ministry of Home Affairs and Ministry of Agrarian and Spatial Planning), which offer the potential to realise significant reductions in emissions through improved land use planning and economic development strategies which recognise the value of forests to the provincial economies.",NA,1,"Not targeted",16870
2019,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development",2019001406,"300424-101","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,160.796324655436,160.796324655436,0,0,160.796324655436,160.796324655436,90000,"Other",41030,"IV.1. General Environment Protection","Biodiversity","D02","Grant",110,"REDUCING DEFORESTATION THROUGH IMPROVED SPATIAL PLANNING IN INDONESIA","The objective of the programme is to support Indonesia and the provinces of Papua and West Papua to improve spatial plan processes and implementation in order to prevent deforestation and reduce greenhouse gas emissions.  Technical assistance will be provided to improve the revision and implementation of Papua and West Papua provincial spatial plans; to improve transparency and build constituency in spatial planning at provincial level; and to foster national policy dialogue and engagement to support Papua's commitment to protect its forest.   Support will be focused largely on two provinces – Papua and West Papua – and relevant national ministries (particularly Ministry of Home Affairs and Ministry of Agrarian and Spatial Planning), which offer the potential to realise significant reductions in emissions through improved land use planning and economic development strategies which recognise the value of forests to the provincial economies.",NA,1,"Not targeted",16871
2019,"DAC member","United States","United States",302,1,"Agency for International Development",NA,"76_61325","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,700,700,0,0,700,700,22000,"Donor country-based NGO",41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"SUSTAINABLE MANAGEMENT OF COMMUNITY LANDS II","USAID will develop alliances to reduce deforestation and forest degradation in the five states that are priority areas for immediate action: Campeche, Yucatan, Quintana Roo, Chiapas, and Jalisco- which have the country's largest remaining forest resources and the highest deforestation rates.  USAID will bring together private sector, government, NGOs, and communities to incorporate sustainable production and forest conservation into government policy and business practice. USAID will use a variety of approaches: integration of small farmers into value chains, mobile technology to provide real-time crop and weather information; adoption by the federal government of proven geospatial tools; and commitments from the private sector to green their supply chains and promote sustainable products. USAID will utilize Development Credit Authority loan guarantees and Global Development Alliances with private sector firms to generate economic incentives to foster sustainable landscapes.",NA,1,"Significant",18344
