"Year","Provider Type","Provider","Provider (detailed)","Provider Code","Agency Code","Extending Agency","CRS Identification N°","Donor project N°","Recipient","Recipient Code","Recipient Region","Recipient Income Group (OECD Classification)","Concessionality","Climate objective (applies to Rio-marked data only) or climate component","Adaptation objective (applies to Rio-marked data only)","Mitigation objective (applies to Rio-marked data only)","Adaptation-related development finance - Commitment - Current USD thousand","Adaptation-related development finance - Commitment - 2019 USD thousand","Mitigation-related development finance - Commitment - Current USD thousand","Mitigation-related development finance - Commitment - 2019 USD thousand","Overlap - Commitment - Current USD thousand","Overlap - Commitment - 2019 USD thousand","Climate-related development finance - Commitment - Current USD thousand","Climate-related development finance - Commitment - 2019 USD thousand","Channel of Delivery Code","Channel of Delivery","Purpose Code","Sector (detailed)","Sub-sector","Development Cooperation Modality","Financial Instrument","Type of Finance","Project Title","Description","Coal-related Financing","Share of the underlying commitment, % (when available)","Gender","ID"
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015959569",NA,"Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",32.8066893108643,0,32.8066893108643,0,32.8066893108643,36.5959148734218,32.8066893108643,36.5959148734218,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,"Significant",4560
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015959570",NA,"Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",7.93375241627639,0,7.93375241627639,0,7.93375241627639,8.85011362474495,7.93375241627639,8.85011362474495,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,"Significant",4561
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015960678",NA,"Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Principal",21.4252853210228,0,21.4252853210228,0,21.4252853210228,23.8999403541542,21.4252853210228,23.8999403541542,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,"Significant",4576
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015960682",NA,"Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",7.41037398462674,0,7.41037398462674,0,7.41037398462674,8.26628413955235,7.41037398462674,8.26628413955235,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,"Significant",4580
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015960788",NA,"Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",6.92853352374294,0,6.92853352374294,0,6.92853352374294,7.72879032778774,6.92853352374294,7.72879032778774,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,"Not targeted",4583
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015961066",NA,"Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",9.17158394509856,10.2309166928989,0,0,0,0,9.17158394509856,10.2309166928989,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,NA,4589
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015961082",NA,"Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",6.88699555297709,7.68245465435975,0,0,0,0,6.88699555297709,7.68245465435975,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,NA,4592
2015,"DAC member","Japan","Japan",701,8,"Japanese International Co-operation Agency","2015961088",NA,"Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",6.52976900439083,7.28396786287909,0,0,0,0,6.52976900439083,7.28396786287909,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",NA,1,NA,4593
2015,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2015015150","2015070319419","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",3.218,3.24256476272427,0,0,0,0,3.218,3.24256476272427,TRUE,NA,41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"OCEAN OBSERVATION AND HYDROGRAPHIC SURVEY(ASIA)","Fellowship program for ocean observation and hydrographic survey",NA,1,"Not targeted",5030
2015,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2015015152","2015070319419","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",3.782,3.8108700847182,0,0,0,0,3.782,3.8108700847182,TRUE,NA,41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"OCEAN OBSERVATION AND HYDROGRAPHIC SURVEY(ASIA)","Fellowship program for ocean observation and hydrographic survey",NA,1,"Not targeted",5032
2015,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2015016195","2015070321992","Mexico",358,"Caribbean & Central America","UMICs","Concessional and developmental","Principal","Significant","Principal",8.633,0,8.633,0,8.633,8.69890043399583,8.633,8.69890043399583,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","D02","Grant",110,"KOREA-MEXICO JOINT TRAINING ON CLIMATE CHANGE AND LOW CARBON GREEN GROWT","Korea-Mexico Joint Training on Climate Change and Low Carbon Green Growth",NA,1,"Not targeted",5079
2015,"DAC member","Korea","Korea",742,4,"Korea International Cooperation Agency","2015016198","2015070321992","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Significant","Principal",3.453,0,3.453,0,3.453,3.47935864688841,3.453,3.47935864688841,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","D02","Grant",110,"KOREA-MEXICO JOINT TRAINING ON CLIMATE CHANGE AND LOW CARBON GREEN GROWT","Korea-Mexico Joint Training on Climate Change and Low Carbon Green Growth",NA,1,"Not targeted",5082
2015,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation","2011004117","7F-08037.02-51000-645-41010-C01","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",3637.11940143406,3510.77733822553,0,0,0,0,3637.11940143406,3510.77733822553,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"INDIAN HIMALAYAS CLIMATE ADAPTATION PROGRAMME","The sensitivity of the Indian Himalayan Region (IHR) to changes in global climate has been recognised and given priority by the Government of India. However, knowledge and scientific information on climate change impacts on the IHR is still limited and capacities to adapt are weak. The Indian Himalayas Climate Adaptation Programme (IHCAP) aims at bridging the knowledge gap on climate change impacts and response measures by supporting collaborative research, capacity building and knowledge exchange and dissemination.",NA,1,"Not targeted",6750
2015,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation","2015001412","7F-08226.01-51000-730-41020-C01","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,155.876545775746,150.461885923951,0,0,155.876545775746,150.461885923951,TRUE,NA,41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"SINO-SWISS LOW CARBON CITIES (SSLCC) PROGRAM","Due to rapid urbanization in China, curbing down energy demand and CO2 emissions is given high priority by the Chinese State Council. This project shall support a knowledge transfer from Swiss to Chinese cities, based on two decades of experiences and good practices from the 'EnergieStadt' initiative. The project will reduce CO2 emissions in selected cities through enhanced master planning, innovative pilot projects (green building, low-carbon transport, etc.), strengthened capacities, and enriched policy dialogue at national level.",NA,1,"Not targeted",6767
2015,"DAC member","Switzerland","Switzerland",11,4,"Swiss Agency for Development and Co-operation","2015001413","7F-08226.01-52000-730-41020-C01","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,488.413176764003,471.447242561714,0,0,488.413176764003,471.447242561714,TRUE,NA,41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"SINO-SWISS LOW CARBON CITIES (SSLCC) PROGRAM","Due to rapid urbanization in China, curbing down energy demand and CO2 emissions is given high priority by the Chinese State Council. This project shall support a knowledge transfer from Swiss to Chinese cities, based on two decades of experiences and good practices from the 'EnergieStadt' initiative. The project will reduce CO2 emissions in selected cities through enhanced master planning, innovative pilot projects (green building, low-carbon transport, etc.), strengthened capacities, and enriched policy dialogue at national level.",NA,1,"Not targeted",6768
2015,"DAC member","Switzerland","Switzerland",11,5,"State Secretariat for Economic Affairs","2015001735","UR-00906.10.03","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1066.33690117427,1029.2957184964,0,0,1066.33690117427,1029.2957184964,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","B03","Grant",110,"IFC: ENVIRONMENTAL AND SOCIAL RISK MANAGEMENT SOUTH AFRICA","Environmental and Social Risk Management in Sub-Saharan Africa (Ghana, South Africa and Nigeria) In most countries, businesses and individuals do not pay for the negative environmental and social effects they cause. Hence, social and environmental risks do usually not inform the development of business plans as well as daily operations. IFC's Environmental and Social Risk Management Program (ESRM) aims to address this problem. The ESRM is based on the assumption that financial institutions (FIs) can play a key role when it comes to pushing change in the market because FIs are in a position to influence business behaviour through their ability to allocate capital by lending money to companies.",NA,1,"Not targeted",6773
2015,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development","2014000889","204623-101","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",2597.4025974026,0,2597.4025974026,0,2597.4025974026,2358.44388386723,2597.4025974026,2358.44388386723,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"IMPROVING GOVERNANCE AND CIVIL SOCIETY ENGAGEMENT TO PREVENT DEFORESTATION AND LAND DEGRADATION","To reduce greenhouse gas emissions and deforestation in Indonesia as part of the UK's efforts to avoid catastrophic climate change that would hit the very poorest first and set back global efforts at poverty reduction",NA,1,"Not targeted",6919
2015,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development","2014001011","204880-103","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",15.2788388082506,0,15.2788388082506,0,15.2788388082506,13.873199316866,15.2788388082506,13.873199316866,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","B03","Grant",110,"PHILIPPINES RECONSTRUCTION WORLD BANK INSURANCE TRUST FUND","Enhanced resilience of vulnerable people to respond to, and recover from, exisiting climate variability and the impacts of climate change.",NA,1,"Not targeted",6922
2015,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development","2015000049","202833-116","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",76.4176776165012,0,76.4176776165012,0,76.4176776165012,69.3873196916803,76.4176776165012,69.3873196916803,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"WORKING GRANT FOR SOCIAL CONFLICT RESOURCE UNIT","To influence climate change policy in Indonesia by providing technical expertise to a range of government and non-government partners who are directly responsible or play a role in shaping policies and practices to help Indonesia meet its emission reducti",NA,1,"Not targeted",6927
2015,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development","2015000300","204880-102","Philippines",755,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",752.355996944232,0,752.355996944232,0,752.355996944232,683.139918801323,752.355996944232,683.139918801323,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PHILIPPINES RECONSTRUCTION METEOROLOGICAL OFFICE PROJECT","Enhanced resilience of vulnerable people to respond to, and recover from, exisiting climate variability and the impacts of climate change.",NA,1,"Not targeted",6958
2015,"DAC member","United Kingdom","United Kingdom",12,1,"Department for International Development","2015000913","204623-108","Indonesia",738,"Far East Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",611.153552330023,0,611.153552330023,0,611.153552330023,554.927972674642,611.153552330023,554.927972674642,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SOUTH SUMATRA PARTNERSHIP FOR LANDSCAPE MANAGEMENT SUPPORT PROJECT","To reduce greenhouse gas emissions and deforestation in Indonesia as part of the UK's efforts to avoid catastrophic climate change that would hit the very poorest first and set back global efforts at poverty reduction",NA,1,"Not targeted",6999
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001494","PPY CHN 1418","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,0.479755538579068,0.435618458549594,0,0,0.479755538579068,0.435618458549594,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PROVIDING UK EXPERTISE FOR A CHINESE LOW-CARBON TRANSITION","This project aims to combat climate change. The project will stimulate discussion within Chinese government on how to achieve early peaking of emissions post-2020, helping to further decrease green house gas emissions from China and decrease global clima",NA,1,NA,7015
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001566","PPY BRA 1404","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,1.353705118411,1.22916545947433,0,0,1.353705118411,1.22916545947433,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"GREEN PUBLIC PROCUREMENT FOR INNOVATION AND GREEN GROWTH`","To support the Brazilian government (Ministry of Planning, Budget and Management and Ministry of Development, Industry and Foreign Trade) to implement the deferral law on green public procurement, as a mechanism for boosting innovation and green growth.",NA,1,NA,7018
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001592","PAM BRB 000093","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Significant","Principal",1.78304048892284,0,1.78304048892284,0,1.78304048892284,1.61900236027827,1.78304048892284,1.61900236027827,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"UK CLIMATE CHANGE EXPERT SECONDMENT","A project to fund a visit by a UK Climate Change Expert  to share expertise  and information on how the UK implements the Climate Act,  as Brazil considers its post-2020 contribution to CO2  emissions reduction, in support of broader UK climate change an",NA,1,NA,7021
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001597","PPY CHN 1596","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",1.83346065699007,1.66478391802393,0,0,0,0,1.83346065699007,1.66478391802393,TRUE,NA,41082,"IV.1. General Environment Protection","Environmental research","D02","Grant",110,"ASSESSMENT STUDY OF THE INDIRECT ECONOMIC IMPACT OF EXTREME CLIMATE EVENTS IN CHINESE COASTAL CITIES.","Study to examine the economic and policy implications of extreme climate events in Chinese coastal cities in view of future programme activity.",NA,1,NA,7022
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001602","PAM BRB 000094","Brazil",431,"South America","UMICs","Concessional and developmental","Principal","Significant","Principal",1.92818945760122,0,1.92818945760122,0,1.92818945760122,1.7507977537885,1.92818945760122,1.7507977537885,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CAPACITY BUILDING ON CLIMATE CHANGE IMPACTS","A project to build capacity in resilient infrastructure systems and climate change through a visit by Brazil's top climate scientist to meet and collaborate with the head of the UKCIP Centre at Oxford University, and other relevant UK researchers.",NA,1,NA,7023
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001782","PPY CHN 1405","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,4.28113063407181,3.88727044858587,0,0,4.28113063407181,3.88727044858587,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SHARING UK EXPERIENCE ON EMISSIONS TRADING SCHEMES","This project aims to combat climate change by helping China to design a national unified carbon trading market by 2015 fully taking into consideration the lessons and experiences of international emissions trading schemes.",NA,1,NA,7026
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015001926","PPY SEA 1539","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,6.11153552330023,5.54927972674642,0,0,6.11153552330023,5.54927972674642,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SUPPORTING GREEN GROWN IN VIETNAM","Develop recommendations for mitigating the short term adverse effects on business and low-income households of fossil fuel fiscal policy reform, to help support the implementation of the Vietnam Green Growth Strategy.",NA,1,NA,7030
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002020","PPY CHN 1410","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",7.32467532467532,6.65081175250558,0,0,0,0,7.32467532467532,6.65081175250558,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"UTILISING UK EXPERTISE TO SUPPORT REDUCTION OF GREEN HOUSE GAS EMISSIONS IN THE PETROCHEMICAL SECTOR.","This project aims to combat climate change. By 2014, China has the capacity to reduce the carbon emissions of petrochemical corporations by promoting value chain (Scope 3) green house gas emission accounting methods.",NA,1,NA,7034
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002124","PAP AUTCNF 002196","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,8.6707410236822,7.87304061232148,0,0,8.6707410236822,7.87304061232148,TRUE,NA,41082,"IV.1. General Environment Protection","Environmental research","C01","Grant",110,"STRENGTHENING CHINA'S RESPONSE TO CLIMATE CHANGE BY HIGHLIGHTING CLIMATE RISK THREATS","This project aims to maximise the understanding of the potential impact of climate risk in China.  It will engage China with other big Greenhouse gas emitters (US & India) to build consensus on how to further co-operation with the UK on risk assessment.",NA,1,NA,7038
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002169","PPY IND 1427","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,9.38120702826585,8.51814438055575,0,0,9.38120702826585,8.51814438055575,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"COMBATTING CLIMATE CHANGE THROUGH SUPPORT FOR GREEN ENERGY","This project seeks to further work towards green energy by providing support to establish a state clean energy fund in Karnataka",NA,1,NA,7041
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002178","PPY CHN 1480","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,9.47288006111536,8.60138357645695,0,0,9.47288006111536,8.60138357645695,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"ACCELERATING THE CHINESE GOVERNMENT'S SHIFT TO GREEN PUBLIC PROCUREMENT, INCREASING OPPORTUNITIES FOR THE UK","This project will support clean energy development by aligning Ministry of Finance with international best practices on green public procurement policies through the adoption of Key Performance Indicators  as a result of capacity building with suppliers",NA,1,NA,7042
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002200","PAP AUTCNF 002184","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,9.91138273491215,8.99954439685101,0,0,9.91138273491215,8.99954439685101,TRUE,NA,41082,"IV.1. General Environment Protection","Environmental research","C01","Grant",110,"IMPROVING REGULATORY AWARENESS OF CLIMATE RISKS IN THE CHINESE INSURANCE SYSTEM","This project aims to open up new areas of collaboration with insurance institutes in China and build their knowledge on the relationship between climate change and insurance.  This project will also help to open the market to UK insurance companies in ar",NA,1,NA,7043
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002239","PAP AUTCNF 002168","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,10.3789152024446,9.42406429594711,0,0,10.3789152024446,9.42406429594711,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"COMBATING CLIMATE CHANGE THROUGH THE DEVELOPMENT OF CHINESE CARBON FUTURES PRODUCTS","This project will introduce China's first carbon futures product in the Hubei Emissions Trading Pilot.  This will add liquidity to Hubei's market, an effective tool for reducing emissions. This will normalise the use of carbon futures in China, paving th",NA,1,NA,7045
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002311","PPY RSA 1410","South Africa",218,"South of Sahara","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,11.5156608097785,10.4562303251219,0,0,11.5156608097785,10.4562303251219,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CARBON TRADING IN SOUTH AFRICA","A project to design a carbon trading platform in partnership with the Johannesburg Stock Exchange and National Treasury. Culmination of a three-year partnership on carbon budgeting and carbon tax to assess the feasibility of carbon trading with existing",NA,1,NA,7048
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002572","PPY IND 1520","India",645,"South & Central Asia","LMICs","Concessional and developmental","Principal","Principal","Principal",15.9251336898396,0,15.9251336898396,0,15.9251336898396,14.4600356479695,15.9251336898396,14.4600356479695,TRUE,NA,41020,"IV.1. General Environment Protection","Biosphere protection","C01","Grant",110,"HELP REDUCE THE CARBON INTENSITY OF THE INDIAN ECONOMY TO REDUCE THE IMPACT OF CLIMATE CHANGE","This project contributes to the Government of India's target of a 20-25% improvement in carbon intensity by promoting the use of voluntary frameworks in business.",NA,1,NA,7054
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002613","PPY CHN 1486","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,16.768525592055,15.2258362502605,0,0,16.768525592055,15.2258362502605,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"USING UK EXPERTISE TO PROMOTE EMISSIONS TRADING SYSTEM (ETS) PILOTS","This project will support clean energy development. This project will bring Chinese and UK/international policy makers together to develop policy recommendations for linking pilot ETS schemes together based on a pilot between the two successful Guangdong",NA,1,NA,7059
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002617","PAP VNH 002130","Viet Nam",769,"Far East Asia","LMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,16.8067226890756,15.2605192485527,0,0,16.8067226890756,15.2605192485527,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SUPPORTING VIETNAM'S GREEN GROWTH STRATEGY","This project will develop concrete recommendations for mitigating the short term adverse effects on business and low-income households of fossil fuel fiscal policy reform.  The implementing organisation will advocate these recommendations to policy maker",NA,1,NA,7060
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002634","PPY CHN 1447","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,17.4774637127578,15.8695526985631,0,0,17.4774637127578,15.8695526985631,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"ACCELERATING THE DEVELOPMENT OF THE LOW CARBON SERVICES SECTOR IN GUANGDONG PROVINCE.","This project aims to support green growth. By the end of 2015, the Guangdong Government should establish a strategic plan to develop low carbon low carbon service sector by introducing incentive policies.",NA,1,NA,7061
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002675","PPY CHN 1492","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",18.2964094728801,16.6131561819471,0,0,0,0,18.2964094728801,16.6131561819471,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"ENGAGING CHINA ON INTERNATIONAL CLIMATE CHANGE RISKS.","This project will support the development of the Chinese assessment of the systemic risks of climate change to the global economy and international security, by involving them in an interactive risk assessment exercise in Delhi with leading experts from",NA,1,NA,7063
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002756","PPY SEA 1534","Thailand",764,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,20.4873949579832,18.6025729639857,0,0,20.4873949579832,18.6025729639857,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PROMOTING LOW CARBON DEVELOPMENT IN THAILAND","This project will assist the Royal Thai Government to further develop the existing Thai 2050 Pathways Calculator as a tool to help in energy policy development.  The project will analyse energy targets, assist in decision making for low carbon developmen",NA,1,NA,7066
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002763","PPY CHN 1411","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,20.742551566081,18.8342553925773,0,0,20.742551566081,18.8342553925773,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"PROMOTING SCIENTIFIC DECISION MAKING FOR LOW CARBON POLICIES IN CHONGQING","This project aims to combat climate change by promoting Scientific Decision Making for Low Carbon Policies in Chongqing.",NA,1,NA,7067
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002873","PPY CHN 1496","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Principal","Not targeted/Not screened",23.7983193277311,21.6088952559506,0,0,0,0,23.7983193277311,21.6088952559506,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"CHINA CARBON PRICING SURVEY, HELPING TO REDUCE GLOBAL GREENHOUSE GAS EMISSIONS.","This project will support low carbon growth by providing policy makers, carbon market participants, investors and international observers with key insights into future carbon price signals in order to support domestic and international carbon market poli",NA,1,NA,7072
2015,"DAC member","United Kingdom","United Kingdom",12,3,"Foreign & Commonwealth Office","2015002900","PPY CHN 1455","China (People's Republic of)",730,"Far East Asia","UMICs","Concessional and developmental","Principal","Not targeted/Not screened","Principal",0,0,24.7288006111536,22.4537730943477,0,0,24.7288006111536,22.4537730943477,TRUE,NA,41010,"IV.1. General Environment Protection","Environmental policy and administrative management","C01","Grant",110,"SUPPORTING SUSTAINABLE URBANISATION POLICIES IN BEIJING.","This project aims to support green growth. By 2015, an environmental sustainable urbanisation roadmap suggested by the project team feeds into the Environmental Special Plan of the 13th Five Year Plan of Beijing and the Beijing Environment Master Plan.",NA,1,NA,7074
